Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,
3984,Pants,113,1/12/2022,3,Credit Card,
4001,Raincoat,57,10/10/2022,3.1,Cash,
4011,Backpack,120,14-01-2023,2.6,Cash,
4027,Cardigan,198,23-06-2023,4.3,Credit Card,
4069,Gloves,60,23-07-2023,2.8,Credit Card,
4061,Umbrella,119,12/6/2023,4.6,Credit Card,
4022,Pajamas,190,15-03-2023,2,Credit Card,
4107,Umbrella,81,18-12-2022,3.2,Credit Card,
3971,Romper,26,23-08-2023,,Credit Card,
4082,Shorts,147,7/7/2023,1.9,Credit Card,
4093,Kimono,,30-05-2023,,Credit Card,
4052,Coat,127,8/12/2022,1.9,Cash,
3985,Shorts,,18-10-2022,4.5,Cash,
4038,Gloves,135,31-07-2023,2.3,Cash,
4096,Skirt,173,11/8/2023,3.7,Cash,
4065,Cardigan,109,5/7/2023,,Credit Card,
4078,Raincoat,160,12/5/2023,3,Credit Card,
4020,Jacket,,27-08-2023,3.8,Cash,
4028,Flip-Flops,127,18-03-2023,1.2,Cash,
3994,Trousers,182,10/9/2023,1.8,Cash,
4049,Shorts,86,16-04-2023,1,Credit Card,
4078,Swimsuit,161,3/3/2023,3.3,Cash,
4051,Hoodie,,22-12-2022,4.6,Cash,
4035,Dress,,8/9/2023,1.9,Credit Card,
3962,Loafers,,24-09-2023,4.7,Cash,
4122,Pants,56,10/12/2022,2.1,Cash,
4112,Hat,46,2/3/2023,3,Cash,
3965,Belt,117,7/10/2022,1.8,Credit Card,
3970,Flannel Shirt,157,19-03-2023,2.3,Credit Card,
4018,Trousers,57,15-08-2023,2,Credit Card,
4021,Loafers,147,30-09-2023,2.1,Cash,
4098,Hat,175,30-08-2023,,Cash,
4055,Umbrella,54,18-12-2022,3.6,Credit Card,
4036,Belt,135,30-10-2022,2.6,Credit Card,
4120,Pants,57,24-06-2023,1.2,Credit Card,
4049,Wallet,125,3/1/2023,4,Credit Card,
3988,Umbrella,101,29-01-2023,1.8,Credit Card,
4093,Blazer,134,23-03-2023,4,Cash,
4017,Flip-Flops,,28-01-2023,3.7,Cash,
4070,Cardigan,153,17-10-2022,4.3,Credit Card,
4056,Raincoat,136,20-07-2023,1.2,Credit Card,
3959,Skirt,135,7/6/2023,3.3,Credit Card,
4057,Sneakers,123,8/5/2023,2,Credit Card,
4022,Kimono,31,9/5/2023,2.2,Cash,
4034,Wallet,66,9/8/2023,1.7,Credit Card,
3980,Swimsuit,80,23-11-2022,3,Credit Card,
4017,Sandals,83,16-08-2023,3.9,Credit Card,
4033,Romper,,12/2/2023,2.6,Cash,
4010,Jacket,200,15-07-2023,4.7,Cash,
3998,T-shirt,136,15-08-2023,3.4,Credit Card,
4069,Pants,38,25-04-2023,3.7,Credit Card,
4118,Jumpsuit,78,5/12/2022,1.3,Credit Card,
4038,Backpack,103,20-07-2023,1,Cash,
4121,Pants,20,8/7/2023,,Credit Card,
4061,Leggings,122,19-10-2022,,Credit Card,
3965,Pants,118,30-08-2023,,Credit Card,
4027,Pajamas,,9/4/2023,1,Cash,
3977,Bowtie,73,25-04-2023,3.9,Credit Card,
4082,Camisole,18,2/7/2023,1.4,Cash,
4077,Onesie,99,8/12/2022,3.6,Credit Card,
4062,Jacket,32,4/10/2022,4,Cash,
4042,Shorts,40,14-11-2022,2.1,Cash,
4065,Sunglasses,70,1/6/2023,2.2,Cash,
3982,Belt,198,4/9/2023,,Cash,
3998,Camisole,99,6/4/2023,1.6,Credit Card,
4023,Sneakers,166,4/2/2023,4.7,Cash,
4086,Pants,52,19-08-2023,4.7,Cash,
3973,Hoodie,62,3/10/2022,3.5,Cash,
4047,Leggings,25,19-05-2023,4.2,Cash,
4064,Blouse,146,13-08-2023,4.7,Cash,
4111,Hat,147,29-04-2023,1.5,Credit Card,
4097,Jumpsuit,,29-04-2023,2.8,Credit Card,
4040,Pajamas,84,22-11-2022,3.8,Cash,
4073,Raincoat,78,28-06-2023,1.1,Credit Card,
3964,Leggings,141,10/5/2023,1.3,Cash,
3970,Kimono,183,21-07-2023,1.9,Cash,
4121,Belt,44,21-03-2023,2.5,Credit Card,
4121,Onesie,115,4/6/2023,,Cash,
4004,Tank Top,80,19-12-2022,2.9,Credit Card,
4118,Tie,42,31-08-2023,1.1,Cash,
4070,Loafers,43,26-08-2023,3.6,Credit Card,
4121,Handbag,192,27-02-2023,4.5,Cash,
3991,Trousers,73,5/10/2022,3.9,Credit Card,
3957,Blouse,183,9/3/2023,2.1,Credit Card,
4059,Backpack,46,5/2/2023,4.9,Credit Card,
4008,Boots,78,8/3/2023,3.8,Cash,
4117,Pajamas,106,10/6/2023,5,Credit Card,
4035,Tie,172,10/2/2023,,Cash,
4037,Sun Hat,33,2/12/2022,4.4,Cash,
4104,Kimono,81,30-09-2023,3.8,Cash,
3978,Polo Shirt,104,24-12-2022,3.9,Cash,
3985,Polo Shirt,134,13-03-2023,2.1,Cash,
3997,Kimono,10,25-01-2023,,Credit Card,
4020,Polo Shirt,197,8/11/2022,4.3,Credit Card,
4089,Polo Shirt,,3/9/2023,2.5,Cash,
3990,Gloves,172,9/1/2023,3.9,Credit Card,
4109,Pajamas,101,5/6/2023,2.3,Credit Card,
4062,Hoodie,146,5/9/2023,2.6,Cash,
4038,Slippers,119,14-08-2023,2.5,Credit Card,
4072,Romper,136,12/3/2023,4.1,Credit Card,
4079,Tie,82,27-04-2023,3.7,Credit Card,
3991,Flannel Shirt,157,20-11-2022,3.7,Credit Card,
4023,Sunglasses,,8/10/2022,4.8,Credit Card,
4001,Jumpsuit,97,28-10-2022,,Credit Card,
4108,Tank Top,22,13-06-2023,1.6,Credit Card,
4040,Poncho,,9/6/2023,3.6,Credit Card,
4029,Gloves,127,12/6/2023,3.2,Cash,
4007,Tank Top,,10/1/2023,4.6,Credit Card,
3978,Hoodie,50,26-08-2023,4.7,Credit Card,
4063,Boots,10,27-12-2022,1.6,Cash,
4051,Swimsuit,119,8/11/2022,3.5,Cash,
4003,T-shirt,186,13-06-2023,4.4,Credit Card,
4057,Scarf,176,30-03-2023,4.9,Credit Card,
4053,Jeans,80,2/11/2022,4.3,Cash,
4103,Swimsuit,,25-01-2023,4.3,Credit Card,
4014,Sun Hat,31,4/5/2023,5,Cash,
3962,Onesie,176,15-11-2022,3.1,Cash,
3962,Blouse,,23-07-2023,2,Credit Card,
4099,Shorts,88,6/9/2023,4.8,Credit Card,
4122,Sweater,69,1/1/2023,3.7,Credit Card,
4113,Raincoat,33,25-10-2022,3,Cash,
4117,Swimsuit,10,16-12-2022,4.3,Credit Card,
4015,Jumpsuit,29,22-09-2023,4.7,Cash,
3979,Blouse,,21-03-2023,4.3,Cash,
4075,Cardigan,184,16-08-2023,2.4,Credit Card,
4007,Overalls,12,27-07-2023,4,Cash,
4024,Pants,40,3/8/2023,3.6,Credit Card,
4000,Sun Hat,118,7/11/2022,4.3,Cash,
3969,Tie,132,31-07-2023,1.8,Credit Card,
4059,Boots,,11/1/2023,,Credit Card,
4115,Scarf,197,23-06-2023,3,Credit Card,
4066,Gloves,36,6/6/2023,1.6,Credit Card,
4110,Sweater,86,9/1/2023,,Cash,
4023,Poncho,,17-01-2023,2,Cash,
3995,Blouse,44,25-05-2023,4.3,Cash,
3979,Shorts,183,22-10-2022,1.4,Credit Card,
4051,Tank Top,,7/1/2023,1.1,Credit Card,
4000,Romper,12,3/3/2023,,Cash,
4102,Pants,52,4/1/2023,1.7,Credit Card,
3987,Pajamas,194,1/3/2023,1.3,Credit Card,
3960,Camisole,48,9/3/2023,4.8,Credit Card,
4091,Jeans,167,19-02-2023,2.4,Cash,
4068,Tank Top,65,19-05-2023,3.8,Cash,
4073,Belt,,25-02-2023,2.6,Credit Card,
4083,Swimsuit,,10/7/2023,2.7,Credit Card,
3987,Sweater,160,9/8/2023,2.9,Credit Card,
4014,Tank Top,99,2/10/2022,1.2,Cash,
4009,Skirt,90,17-02-2023,1.1,Credit Card,
4005,Wallet,73,11/6/2023,1.1,Cash,
4025,Slippers,31,10/5/2023,4.4,Cash,
4030,Jacket,163,15-10-2022,3.2,Cash,
4083,Onesie,165,17-05-2023,,Cash,
4054,Loafers,186,2/7/2023,3.5,Credit Card,
3990,Coat,,2/5/2023,4.9,Credit Card,
4067,Jeans,87,6/12/2022,1.1,Credit Card,
4009,Pants,165,25-01-2023,,Credit Card,
4110,Swimsuit,110,12/3/2023,4.6,Credit Card,
4012,Pants,23,4/11/2022,3.2,Cash,
4029,Hoodie,71,4/10/2022,,Cash,
4005,Boots,38,21-09-2023,3.9,Cash,
4064,Jacket,173,30-05-2023,2.8,Cash,
4003,T-shirt,145,1/5/2023,2,Credit Card,
4061,Sunglasses,13,15-03-2023,1.1,Cash,
3994,Tie,91,10/11/2022,4.1,Cash,
3964,Pants,,9/8/2023,1.9,Cash,
4031,Tunic,155,7/11/2022,1,Credit Card,
4024,Hat,149,31-05-2023,4.5,Cash,
4017,Onesie,130,20-08-2023,4.7,Cash,
4115,Poncho,28,19-10-2022,3,Credit Card,
4072,Blouse,,19-09-2023,3.8,Credit Card,
4020,Poncho,,14-07-2023,4.7,Credit Card,
4051,Flannel Shirt,20,2/4/2023,1.2,Cash,
4106,Tank Top,111,16-11-2022,3.8,Cash,
4122,Blazer,170,6/6/2023,4.6,Cash,
4074,Onesie,116,22-09-2023,1.7,Credit Card,
3978,Tie,112,1/2/2023,2.3,Cash,
3959,Camisole,,3/9/2023,1.6,Credit Card,
4077,Trousers,167,26-12-2022,1.8,Cash,
3991,Bowtie,,4/7/2023,1,Cash,
4039,Backpack,,1/8/2023,4.2,Cash,
4058,Tank Top,,28-03-2023,4.1,Credit Card,
4011,T-shirt,49,11/11/2022,,Cash,
4055,Cardigan,110,16-02-2023,2.4,Cash,
4065,Shorts,176,31-03-2023,4.4,Credit Card,
4109,Pants,26,16-04-2023,2.8,Credit Card,
4022,Sweater,121,8/1/2023,4.6,Cash,
3975,Backpack,71,9/2/2023,1.6,Cash,
3981,Dress,,20-10-2022,4.8,Credit Card,
4099,Loafers,,7/8/2023,2.8,Cash,
3972,Tunic,126,8/11/2022,3.8,Credit Card,
3970,Hat,24,14-07-2023,,Cash,
4042,Trench Coat,199,1/4/2023,3.8,Cash,
4017,Coat,54,19-06-2023,1.4,Cash,
4077,T-shirt,,2/10/2022,2.1,Cash,
4047,Vest,189,27-03-2023,2.7,Credit Card,
4112,Belt,,28-03-2023,,Credit Card,
4110,Umbrella,98,7/7/2023,4.8,Cash,
3968,Overalls,194,11/11/2022,2.6,Credit Card,
3958,Sun Hat,105,19-11-2022,4.6,Credit Card,
4021,Romper,,15-03-2023,1.5,Cash,
4086,Sandals,78,21-05-2023,3.3,Credit Card,
4115,Sunglasses,40,12/2/2023,2.8,Cash,
4054,Trench Coat,17,17-02-2023,2.5,Cash,
4034,Blazer,119,15-08-2023,1.3,Credit Card,
4058,Romper,26,20-04-2023,1.7,Credit Card,
4051,Gloves,157,9/9/2023,3.2,Credit Card,
3990,Belt,137,7/4/2023,1.6,Credit Card,
4100,Coat,102,6/2/2023,3.8,Cash,
3967,Sneakers,,6/8/2023,,Credit Card,
4105,Hoodie,52,8/9/2023,,Credit Card,
4002,Flannel Shirt,75,30-11-2022,1.5,Cash,
4023,Pajamas,156,23-04-2023,3.3,Credit Card,
4000,Blouse,39,26-10-2022,,Credit Card,
4085,Poncho,140,29-08-2023,1.5,Cash,
4083,Scarf,,10/6/2023,4.4,Cash,
4043,Vest,13,1/6/2023,1.8,Credit Card,
4076,Flip-Flops,130,3/10/2022,2.9,Credit Card,
3990,Sweater,48,27-10-2022,,Credit Card,
3979,Gloves,,24-02-2023,3.5,Cash,
4038,Vest,19,7/10/2022,4.2,Cash,
4092,Hat,192,29-07-2023,1.5,Cash,
4067,Poncho,117,4/2/2023,4.4,Credit Card,
3993,Sun Hat,73,8/10/2022,,Cash,
4023,Loafers,194,10/3/2023,4.9,Credit Card,
3986,Jacket,29,14-03-2023,2,Cash,
4037,Tank Top,40,10/3/2023,4.4,Credit Card,
3968,Overalls,23,1/12/2022,1.9,Cash,
3989,Onesie,,5/7/2023,1.2,Credit Card,
4084,Leggings,21,20-02-2023,4.5,Cash,
4028,Backpack,27,11/10/2022,1.1,Credit Card,
4049,Backpack,82,6/2/2023,4.7,Credit Card,
4067,Vest,89,7/8/2023,3.4,Cash,
4029,Pajamas,151,1/10/2023,4,Cash,
4024,Coat,104,8/7/2023,3.5,Credit Card,
4113,Sweater,154,17-12-2022,4.6,Cash,
4024,Swimsuit,199,1/1/2023,4,Cash,
4089,Backpack,128,12/11/2022,3.4,Credit Card,
4037,Belt,136,5/7/2023,4.1,Cash,
4068,Socks,60,14-10-2022,1.1,Credit Card,
3999,Sneakers,149,15-09-2023,,Credit Card,
4037,Skirt,72,17-01-2023,,Credit Card,
4082,Skirt,,30-07-2023,1.6,Credit Card,
3995,Jacket,16,15-04-2023,2.5,Credit Card,
4099,Swimsuit,98,21-04-2023,2.9,Credit Card,
4119,Loafers,187,23-12-2022,4.7,Credit Card,
4069,Jumpsuit,95,22-10-2022,3.1,Cash,
3970,Trousers,,1/2/2023,2.2,Credit Card,
4005,Jeans,198,22-06-2023,3,Credit Card,
3995,Boots,36,10/4/2023,4.5,Credit Card,
3970,Cardigan,70,7/7/2023,3.8,Credit Card,
4015,Coat,25,12/7/2023,3.4,Credit Card,
4003,Polo Shirt,46,24-04-2023,3.3,Credit Card,
3966,Skirt,33,17-09-2023,1.4,Credit Card,
4077,Jacket,,21-02-2023,2.4,Credit Card,
4023,Scarf,143,19-08-2023,3.5,Credit Card,
3998,Loafers,105,22-09-2023,2.1,Cash,
4076,T-shirt,31,12/10/2022,2.2,Cash,
4068,Tunic,139,4/9/2023,2.3,Credit Card,
3986,Blazer,,17-05-2023,4.6,Cash,
4083,Socks,29,2/7/2023,2.4,Credit Card,
3967,Sun Hat,25,5/7/2023,4.3,Cash,
4070,Socks,43,8/10/2022,2.6,Cash,
4048,Handbag,76,18-12-2022,2.7,Cash,
4100,Dress,110,20-04-2023,4.1,Cash,
4081,Boots,198,15-03-2023,1.6,Cash,
4074,Sneakers,125,21-12-2022,2.2,Credit Card,
4083,Hoodie,29,9/8/2023,2.4,Credit Card,
3985,Sunglasses,44,24-09-2023,2.3,Credit Card,
3994,Sunglasses,159,24-03-2023,3.3,Cash,
3988,Dress,,17-11-2022,3.9,Cash,
4046,Sunglasses,,15-04-2023,3.6,Credit Card,
3980,Onesie,90,23-02-2023,4.2,Cash,
4009,Dress,147,21-09-2023,1.7,Cash,
4029,Sweater,63,13-05-2023,3,Cash,
4003,Leggings,128,30-09-2023,2.9,Credit Card,
4000,Hoodie,40,5/8/2023,3.3,Credit Card,
4087,Blazer,,15-01-2023,1.6,Credit Card,
4026,T-shirt,87,14-01-2023,2,Cash,
4101,Raincoat,188,31-01-2023,4.3,Credit Card,
4106,Tunic,65,26-03-2023,1,Cash,
4011,Cardigan,93,3/5/2023,4.7,Cash,
4106,Vest,,8/12/2022,2.8,Cash,
3958,Trench Coat,101,12/1/2023,3.3,Credit Card,
4091,Socks,22,30-10-2022,3.3,Cash,
4103,Leggings,76,7/1/2023,1.2,Cash,
4003,Tunic,54,7/8/2023,4.9,Cash,
4063,Vest,,29-05-2023,2.9,Cash,
3976,Camisole,125,4/3/2023,1.5,Cash,
4020,Raincoat,150,13-02-2023,2.4,Cash,
4084,Blouse,128,12/10/2022,1.2,Cash,
3981,Tank Top,,16-06-2023,2.1,Credit Card,
4041,Umbrella,41,18-06-2023,2.1,Cash,
3963,Skirt,,29-10-2022,4.7,Credit Card,
4029,Trousers,66,11/5/2023,1.8,Credit Card,
3988,Tie,,8/6/2023,3.3,Cash,
4057,Poncho,105,23-10-2022,,Credit Card,
4052,Trench Coat,175,17-06-2023,3.5,Credit Card,
4108,Skirt,,7/8/2023,2.7,Credit Card,
3984,Trench Coat,29,14-07-2023,3.5,Cash,
4039,Jumpsuit,,6/6/2023,2.1,Credit Card,
3996,Pants,,23-10-2022,4.4,Credit Card,
3964,Jeans,123,3/8/2023,3.2,Credit Card,
3977,Slippers,33,27-12-2022,1.9,Credit Card,
4074,Pajamas,94,23-10-2022,4.3,Credit Card,
4079,Onesie,,14-09-2023,3.5,Credit Card,
4073,Slippers,22,1/12/2022,1.4,Cash,
4117,Dress,,4/8/2023,4.9,Credit Card,
4025,Cardigan,195,25-09-2023,2.9,Credit Card,
4109,Coat,17,12/8/2023,,Cash,
3958,Pants,119,18-11-2022,1.9,Credit Card,
4041,Umbrella,,5/7/2023,1.7,Cash,
3968,Overalls,57,21-09-2023,1.9,Credit Card,
4116,Hoodie,124,20-08-2023,2,Credit Card,
4072,Handbag,18,23-02-2023,3.3,Cash,
4040,Hoodie,167,23-01-2023,2.5,Cash,
4102,Romper,85,11/11/2022,1.4,Credit Card,
3990,Gloves,150,18-11-2022,,Credit Card,
4011,Scarf,32,12/1/2023,2.8,Cash,
3969,Umbrella,45,15-09-2023,2.5,Cash,
4121,Backpack,174,15-12-2022,2.5,Credit Card,
4029,Pants,144,19-04-2023,2.1,Cash,
4039,Jumpsuit,149,13-04-2023,3,Cash,
3971,Romper,107,22-11-2022,3.1,Credit Card,
3975,Coat,101,20-11-2022,3,Credit Card,
4097,Trench Coat,134,22-03-2023,4.4,Credit Card,
4111,Flannel Shirt,154,4/7/2023,2.5,Credit Card,
4054,Camisole,109,20-02-2023,3.4,Credit Card,
3980,Loafers,16,12/7/2023,2.5,Credit Card,
4059,Backpack,66,24-03-2023,1.8,Credit Card,
4022,Flannel Shirt,,16-07-2023,2.6,Cash,
4002,Jumpsuit,81,26-10-2022,2.2,Cash,
4018,Trousers,,26-03-2023,3.4,Cash,
4059,Bowtie,145,24-12-2022,1.1,Credit Card,
3979,Blouse,159,24-04-2023,2,Credit Card,
3962,Trousers,50,2/2/2023,2.8,Credit Card,
4010,Cardigan,,5/1/2023,2.6,Credit Card,
3998,Swimsuit,78,3/9/2023,2.5,Credit Card,
4056,Flip-Flops,198,2/12/2022,3.9,Cash,
4060,Belt,,28-11-2022,1.4,Credit Card,
4029,Dress,66,2/8/2023,1.9,Credit Card,
4122,Romper,109,2/9/2023,5,Cash,
3996,Jumpsuit,54,26-04-2023,1.7,Credit Card,
3987,Umbrella,,18-10-2022,3.6,Cash,
4033,Pajamas,198,2/3/2023,4.2,Credit Card,
4082,Boots,161,22-05-2023,4.9,Credit Card,
4067,Scarf,,17-09-2023,4,Credit Card,
4036,Flip-Flops,155,11/9/2023,,Cash,
4111,Loafers,154,22-12-2022,1.4,Credit Card,
3990,Jacket,136,16-12-2022,1.2,Cash,
4048,Pants,54,11/10/2022,,Credit Card,
3981,Sunglasses,33,11/3/2023,2.8,Cash,
4051,Handbag,,25-01-2023,4.4,Credit Card,
4088,Kimono,15,5/8/2023,4.7,Credit Card,
4008,Skirt,10,30-05-2023,2.2,Credit Card,
4082,T-shirt,167,14-09-2023,1.9,Cash,
4071,Pants,43,5/10/2022,,Credit Card,
4056,Jumpsuit,55,2/6/2023,,Cash,
4078,Blazer,92,3/6/2023,4.1,Credit Card,
4025,Sun Hat,,18-02-2023,4.8,Credit Card,
4101,Hoodie,,6/4/2023,3.2,Credit Card,
4110,Kimono,46,1/10/2023,4.6,Cash,
4065,Skirt,144,21-02-2023,4.2,Cash,
3980,Overalls,28,2/3/2023,3.9,Cash,
4065,Leggings,179,4/6/2023,,Credit Card,
4051,Coat,35,24-09-2023,4.3,Cash,
4114,Cardigan,92,31-10-2022,1.5,Cash,
4004,Coat,,1/7/2023,4,Credit Card,
4068,Jacket,,14-09-2023,1.6,Credit Card,
4118,Sneakers,173,14-09-2023,2,Credit Card,
4066,Sunglasses,176,11/12/2022,,Credit Card,
3980,Swimsuit,191,25-08-2023,4.1,Cash,
3967,Raincoat,187,10/1/2023,1.1,Credit Card,
4088,Hoodie,167,11/11/2022,1.2,Credit Card,
4044,Jacket,67,17-05-2023,1.2,Cash,
4075,Hat,54,3/11/2022,1.5,Cash,
4014,Romper,197,27-02-2023,4.3,Credit Card,
4122,Jumpsuit,42,19-04-2023,2.1,Cash,
3996,Overalls,,8/11/2022,1.7,Credit Card,
4083,Sandals,,14-08-2023,2,Cash,
4091,Onesie,156,22-07-2023,4,Credit Card,
4118,Sandals,155,24-03-2023,,Cash,
4122,Tunic,,3/2/2023,1,Cash,
4091,Bowtie,166,24-07-2023,4.2,Credit Card,
3978,Backpack,154,18-02-2023,2.6,Credit Card,
4031,Blouse,,5/5/2023,2.6,Cash,
4076,Shorts,94,7/6/2023,4.8,Cash,
4068,Sunglasses,70,18-04-2023,2.4,Credit Card,
3977,Kimono,91,28-04-2023,3.9,Credit Card,
4079,Dress,,8/12/2022,4,Credit Card,
4033,Swimsuit,32,28-04-2023,2.6,Credit Card,
3995,Cardigan,181,2/1/2023,3,Credit Card,
3989,Vest,95,6/2/2023,1.8,Credit Card,
4033,Tie,77,18-03-2023,2.5,Credit Card,
4020,Flip-Flops,187,26-09-2023,3.4,Credit Card,
4090,Umbrella,,24-07-2023,2.5,Credit Card,
4066,Blouse,37,12/4/2023,2.3,Credit Card,
4032,Bowtie,22,3/10/2022,1.1,Credit Card,
4102,Swimsuit,197,6/4/2023,3.6,Cash,
3969,Trench Coat,52,28-01-2023,4.5,Credit Card,
4098,Flip-Flops,136,8/10/2022,4,Cash,
3976,Leggings,99,11/12/2022,2.2,Credit Card,
3968,Swimsuit,35,16-04-2023,1.1,Cash,
4088,Hoodie,157,8/11/2022,2.8,Cash,
3984,Umbrella,185,2/7/2023,2.9,Credit Card,
4087,Tie,125,5/3/2023,4.5,Cash,
4065,Trench Coat,,10/10/2022,2.7,Cash,
4062,Bowtie,85,7/12/2022,,Cash,
3981,Sandals,,11/4/2023,4.6,Cash,
4075,Umbrella,36,7/6/2023,2.2,Credit Card,
4102,Dress,,13-07-2023,,Credit Card,
4021,Flip-Flops,,19-05-2023,2.5,Cash,
4047,Backpack,197,5/10/2022,2.7,Cash,
4022,Sweater,,20-01-2023,2.4,Credit Card,
4106,Poncho,33,18-04-2023,2.9,Credit Card,
3977,Boots,167,23-06-2023,4.5,Credit Card,
4085,Tank Top,190,25-04-2023,2.4,Cash,
3961,Sun Hat,,26-10-2022,4.7,Credit Card,
3986,T-shirt,52,20-03-2023,5,Credit Card,
4075,Pants,121,28-10-2022,3.8,Credit Card,
4002,Skirt,,21-04-2023,1.1,Cash,
4003,Cardigan,,31-01-2023,3.1,Cash,
4057,Pajamas,58,23-10-2022,,Cash,
3968,Coat,151,22-04-2023,4.2,Credit Card,
3978,Sunglasses,196,22-04-2023,3.5,Cash,
4063,Vest,179,1/2/2023,1.2,Credit Card,
4033,Jacket,70,12/5/2023,1.5,Cash,
4037,Gloves,,6/10/2022,3,Cash,
4107,Pajamas,150,9/4/2023,1.1,Credit Card,
4073,Overalls,49,24-10-2022,3.9,Cash,
4072,Wallet,,7/12/2022,1.3,Cash,
4116,Hoodie,,30-06-2023,4.7,Cash,
4024,Raincoat,,26-08-2023,3.6,Credit Card,
4044,Overalls,170,15-11-2022,3.9,Credit Card,
4004,Overalls,61,29-08-2023,1.6,Credit Card,
4011,Backpack,,22-08-2023,1.4,Cash,
4004,Polo Shirt,173,9/5/2023,2.6,Cash,
3977,Overalls,30,15-02-2023,,Cash,
4111,Skirt,39,6/10/2022,4.8,Cash,
4023,Hoodie,111,17-08-2023,3.3,Cash,
3984,Hat,179,8/7/2023,4.3,Credit Card,
4068,Camisole,174,29-07-2023,3.2,Cash,
4093,Skirt,57,2/12/2022,4.7,Credit Card,
3961,Vest,107,7/10/2022,,Credit Card,
3958,Jumpsuit,124,20-01-2023,,Cash,
4058,Belt,,29-07-2023,2.1,Cash,
3986,Socks,77,24-10-2022,1.3,Credit Card,
3960,Vest,78,1/8/2023,4.9,Cash,
4000,Trousers,48,1/12/2022,3,Credit Card,
4079,Jacket,180,25-12-2022,,Cash,
4074,Leggings,,1/11/2022,4.6,Cash,
4060,Trousers,148,31-01-2023,4.9,Credit Card,
4111,Loafers,160,25-08-2023,4.8,Cash,
4081,Kimono,25,16-10-2022,3.2,Cash,
4034,Scarf,143,14-12-2022,4.3,Credit Card,
4115,Tank Top,147,6/4/2023,3.7,Cash,
4114,Poncho,131,10/12/2022,3.7,Cash,
4049,Onesie,70,13-10-2022,3.4,Credit Card,
4058,Shorts,30,9/8/2023,4.2,Credit Card,
4034,Sneakers,192,13-02-2023,2,Cash,
3979,Overalls,,24-03-2023,2.7,Cash,
3989,Dress,142,21-12-2022,4.8,Cash,
3991,Polo Shirt,183,19-09-2023,4.9,Credit Card,
3960,Pants,47,12/1/2023,1.2,Cash,
4005,Onesie,,25-05-2023,4.2,Cash,
3985,Pants,54,9/4/2023,4.3,Cash,
3961,Handbag,52,20-07-2023,4.4,Credit Card,
4005,Scarf,59,29-05-2023,4.8,Cash,
3963,Leggings,,23-09-2023,1.6,Cash,
4010,Sunglasses,184,3/8/2023,,Cash,
4080,Dress,170,7/4/2023,2.5,Credit Card,
3994,Loafers,,28-01-2023,2.7,Credit Card,
4018,Jumpsuit,91,28-11-2022,1.3,Cash,
4068,Pajamas,27,23-07-2023,2.9,Cash,
4117,Sweater,,30-08-2023,1.3,Cash,
4094,Swimsuit,151,5/1/2023,4.6,Cash,
4005,Belt,80,20-04-2023,4.3,Cash,
3979,Onesie,13,23-10-2022,2.9,Cash,
4034,Scarf,169,27-10-2022,,Cash,
4075,Sweater,117,17-08-2023,1.5,Cash,
3994,Scarf,,2/7/2023,4.5,Credit Card,
4078,Jeans,,10/5/2023,4.8,Credit Card,
4065,Tunic,159,24-10-2022,2.6,Cash,
3962,Umbrella,35,9/12/2022,2.1,Credit Card,
3986,Belt,154,27-05-2023,1.7,Cash,
3999,Sneakers,83,29-03-2023,2.3,Cash,
3996,Sandals,98,11/6/2023,1.3,Credit Card,
4070,Handbag,77,2/3/2023,,Cash,
4081,Hat,134,5/9/2023,1,Cash,
4077,Hoodie,131,15-03-2023,3,Cash,
3962,Pants,,10/2/2023,,Credit Card,
4072,Jacket,46,18-02-2023,4.2,Cash,
4106,Sneakers,184,20-08-2023,5,Credit Card,
4019,Vest,19,31-07-2023,,Cash,
4008,Hoodie,94,11/12/2022,1.5,Cash,
4032,Blazer,22,24-10-2022,2.5,Credit Card,
4102,Romper,78,14-03-2023,4.3,Cash,
4057,Bowtie,15,25-02-2023,3.3,Cash,
3970,Tie,87,14-07-2023,,Cash,
4042,Flannel Shirt,135,7/8/2023,2.3,Credit Card,
3959,Scarf,185,23-02-2023,,Credit Card,
3983,Wallet,,22-09-2023,5,Cash,
4118,Sandals,44,25-02-2023,4.3,Credit Card,
4067,Hat,200,19-03-2023,1.7,Cash,
4063,Sweater,92,25-01-2023,5,Credit Card,
4083,Hoodie,116,22-06-2023,3.4,Credit Card,
4105,Belt,32,17-11-2022,3.1,Credit Card,
4109,Trousers,,4/12/2022,2.1,Credit Card,
4098,Tunic,114,14-07-2023,,Cash,
4031,Blazer,142,10/10/2022,2,Credit Card,
3966,Coat,24,20-08-2023,3.8,Cash,
4081,Socks,50,16-07-2023,,Credit Card,
4059,Raincoat,,2/12/2022,3.8,Cash,
4081,Tie,113,9/7/2023,,Cash,
4088,Onesie,,2/8/2023,3.7,Cash,
4108,Onesie,155,19-04-2023,4.2,Credit Card,
4113,Polo Shirt,,29-03-2023,3,Credit Card,
4081,Tank Top,,20-08-2023,3.8,Credit Card,
4016,Coat,24,30-03-2023,4.2,Cash,
3972,Tank Top,126,30-06-2023,4.9,Cash,
4092,Belt,,18-01-2023,2.3,Cash,
3961,Raincoat,60,24-02-2023,1.6,Credit Card,
4065,Tank Top,128,23-02-2023,1.3,Credit Card,
